0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,titok,info,ID
M,4,5,5,8,4,8,7,12,2,6,9,8,8,6,0,8,ok,no_info,966
N,3,4,5,3,2,7,9,3,5,10,7,7,5,8,1,8,ok,no_info,967
W,5,8,7,6,5,4,11,2,3,8,9,9,8,10,1,8,ok,no_info,968
N,3,6,5,4,3,5,9,6,4,8,7,9,5,9,1,7,ok,no_info,969
M,6,11,9,8,12,9,7,3,3,8,4,7,12,5,4,5,ok,no_info,970
M,4,4,6,3,4,5,6,4,4,10,10,10,6,5,2,7,ok,no_info,971
W,8,11,8,8,9,6,10,4,3,9,6,6,11,10,4,5,ok,no_info,972
W,6,9,8,7,4,10,8,5,2,6,8,8,9,9,0,8,ok,no_info,973
W,4,5,5,3,3,3,10,2,2,10,10,8,6,11,1,7,ok,no_info,974
W,5,4,6,3,3,5,11,3,2,9,8,7,7,12,1,6,ok,no_info,975
N,3,7,3,5,2,7,7,13,2,5,6,8,5,8,0,8,ok,no_info,976
M,3,3,5,1,2,9,6,3,4,9,5,8,7,5,1,8,ok,no_info,977
M,6,9,7,4,4,5,9,4,5,5,4,10,8,9,2,8,ok,no_info,978
W,6,10,8,8,9,7,8,6,3,7,8,8,6,8,4,8,ok,no_info,979
N,5,5,7,5,6,8,6,5,5,8,5,7,7,9,5,4,ok,no_info,980
N,6,9,9,6,5,7,9,2,5,10,6,6,6,9,1,7,ok,no_info,981
N,7,11,9,8,7,7,9,6,6,7,6,6,6,9,2,6,ok,no_info,982
N,4,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,983
M,6,9,7,4,3,4,8,5,5,4,2,11,8,9,2,8,ok,no_info,984
W,4,6,6,4,5,7,7,6,3,8,7,7,6,8,4,10,ok,no_info,985
M,4,6,5,4,4,6,6,6,5,6,8,10,7,5,2,9,ok,no_info,986
W,6,10,6,5,4,2,9,2,3,10,11,9,8,10,1,6,ok,no_info,987
W,4,4,6,3,3,8,11,2,2,6,9,8,7,11,0,7,ok,no_info,988
N,3,3,5,2,2,7,9,3,4,10,6,6,5,8,1,7,ok,no_info,989
W,7,8,9,7,10,6,9,6,7,7,7,8,8,9,8,10,ok,no_info,990
M,2,6,3,4,2,7,6,11,1,7,9,8,7,5,0,8,ok,no_info,991
N,2,4,2,2,2,7,8,5,4,7,6,7,4,8,1,6,ok,no_info,992
M,6,10,8,7,9,7,6,7,5,6,5,8,9,8,9,11,ok,no_info,993
N,10,13,9,7,4,9,11,5,5,3,6,11,6,10,3,6,ok,no_info,994
W,6,9,9,7,7,7,12,2,2,7,8,8,7,12,1,8,ok,no_info,995
N,6,9,9,8,9,7,9,5,4,7,4,7,7,7,6,5,ok,no_info,996
N,6,9,8,7,5,6,9,6,5,7,7,7,8,8,3,7,ok,no_info,997
N,3,5,6,4,3,7,9,2,5,10,6,6,5,9,1,7,ok,no_info,998
N,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,999
M,5,5,8,4,5,8,6,3,5,9,7,8,9,6,2,8,ok,no_info,1000
M,6,8,8,6,6,11,6,2,4,9,3,6,8,6,2,8,ok,no_info,1001
W,4,8,5,6,4,5,8,4,1,7,9,8,6,11,0,8,ok,no_info,1002
W,4,8,6,6,8,10,9,5,2,6,7,7,8,9,4,5,ok,no_info,1003
N,2,1,2,1,1,7,9,5,3,7,6,7,4,8,1,7,ok,no_info,1004
M,5,7,7,5,6,7,6,6,5,7,7,11,10,6,2,9,ok,no_info,1005
W,4,6,6,4,3,9,8,4,1,7,8,8,8,9,0,8,ok,no_info,1006
M,6,9,8,5,4,9,3,3,2,9,3,9,8,2,1,9,ok,no_info,1007
N,5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,1008
M,9,12,11,7,5,13,2,5,2,12,1,9,7,3,1,9,ok,no_info,1009
M,5,9,6,4,3,12,3,4,2,11,2,9,6,3,1,9,ok,no_info,1010
W,10,15,10,9,7,5,8,2,4,7,9,7,11,10,2,5,ok,no_info,1011
M,2,3,3,1,2,6,6,7,4,7,7,10,7,5,2,9,ok,no_info,1012
N,6,10,8,8,7,6,7,9,5,6,4,6,5,7,4,10,ok,no_info,1013
W,4,9,6,7,5,10,10,3,3,5,9,7,7,11,1,8,ok,no_info,1014
N,2,4,3,3,2,7,8,5,4,7,7,7,4,8,1,6,ok,no_info,1015
N,4,8,6,6,3,7,8,3,4,10,6,7,5,8,1,7,ok,no_info,1016
M,5,11,7,8,9,6,6,5,5,7,7,11,11,6,2,9,ok,no_info,1017
N,4,10,5,7,3,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,1018
N,4,3,4,4,3,7,8,5,5,7,6,6,6,9,3,6,ok,no_info,1019
W,2,0,2,1,1,7,8,3,0,7,8,8,6,10,0,8,ok,no_info,1020
M,5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,1021
N,3,7,4,5,4,9,8,6,5,6,5,4,5,9,2,5,ok,no_info,1022
N,2,4,4,3,2,7,9,2,4,10,6,6,5,9,0,7,ok,no_info,1023
N,4,6,4,4,2,7,7,14,1,5,6,8,6,8,0,8,ok,no_info,1024
N,3,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,1025
M,3,4,4,3,3,7,6,6,4,6,7,8,7,5,2,7,ok,no_info,1026
W,10,11,10,8,7,4,10,3,3,9,8,7,8,11,2,6,ok,no_info,1027
W,3,2,4,3,3,5,11,2,2,8,9,9,6,11,0,8,ok,no_info,1028
W,3,1,5,2,3,8,11,3,2,6,9,8,7,11,0,7,ok,no_info,1029
W,5,8,7,6,7,8,7,6,2,6,8,8,7,8,5,4,ok,no_info,1030
W,8,8,8,6,5,3,11,2,3,10,10,8,7,10,2,6,ok,no_info,1031
W,6,7,6,5,4,3,10,3,3,10,10,8,7,10,2,7,ok,no_info,1032
M,5,5,7,4,7,9,8,4,4,7,6,7,8,6,6,5,ok,no_info,1033
M,3,6,3,4,3,8,6,9,0,6,8,8,6,5,0,8,ok,no_info,1034
W,6,9,8,7,8,8,6,6,2,6,7,8,6,8,5,6,ok,no_info,1035
M,7,8,10,6,6,4,7,4,5,11,11,11,9,6,4,7,ok,no_info,1036
N,1,3,2,2,1,7,8,5,4,7,6,6,4,9,1,5,ok,no_info,1037
N,3,6,4,4,3,7,7,6,6,7,6,8,3,7,3,8,ok,no_info,1038
M,3,6,4,4,4,8,6,6,4,7,7,8,7,5,2,7,ok,no_info,1039
W,8,11,8,8,6,4,10,2,3,10,9,8,8,11,2,6,ok,no_info,1040
W,10,11,10,8,7,5,11,3,3,9,8,7,8,11,3,5,ok,no_info,1041
N,4,5,5,8,3,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,1042
M,4,10,6,7,6,8,6,5,5,7,7,8,11,5,2,8,ok,no_info,1043
N,2,2,3,3,2,7,8,5,4,7,7,7,4,9,1,6,ok,no_info,1044
N,3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,1045
M,7,12,8,6,5,7,3,3,2,8,4,10,8,2,2,8,ok,no_info,1046
M,4,4,7,3,4,7,7,3,4,9,8,9,9,7,2,9,ok,no_info,1047
W,6,6,6,4,4,3,11,2,3,10,10,8,7,11,2,6,ok,no_info,1048
M,3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,7,ok,no_info,1049
W,3,6,4,4,4,8,7,6,2,6,7,8,5,9,4,6,ok,no_info,1050
N,1,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,ok,no_info,1051
M,4,4,4,6,3,8,7,12,1,6,9,8,8,6,0,8,ok,no_info,1052
W,7,8,7,6,5,6,11,5,3,8,6,6,10,13,3,4,ok,no_info,1053
M,5,9,6,6,6,7,6,6,5,7,7,10,8,5,2,8,ok,no_info,1054
W,4,4,5,3,3,3,11,3,2,10,10,8,6,11,1,7,ok,no_info,1055
N,3,5,4,3,3,7,8,5,5,7,7,6,5,9,2,6,ok,no_info,1056
M,6,9,7,4,3,8,10,4,5,5,5,8,8,8,2,7,ok,no_info,1057
N,6,11,8,6,3,8,7,2,4,13,6,8,6,8,0,8,ok,no_info,1058
N,2,1,3,3,2,7,8,5,4,8,7,8,4,8,1,7,ok,no_info,1059
M,2,3,4,2,3,7,6,3,3,9,7,8,6,5,1,8,ok,no_info,1060
W,2,3,3,1,2,10,11,3,2,5,9,7,5,10,0,8,ok,no_info,1061
N,3,5,5,4,2,7,8,2,4,10,6,6,5,9,0,7,ok,no_info,1062
M,5,6,7,6,8,7,7,4,4,7,6,8,10,7,5,5,ok,no_info,1063
M,4,2,5,3,4,8,6,6,4,7,7,8,7,5,2,8,ok,no_info,1064
M,5,10,8,7,11,9,6,2,2,8,4,8,10,5,3,6,ok,no_info,1065
N,2,6,2,4,2,7,7,11,1,6,6,8,4,8,0,8,ok,no_info,1066
W,6,9,8,7,9,7,9,6,4,7,9,8,7,7,5,10,ok,no_info,1067
M,6,6,8,4,5,10,6,2,5,9,4,7,8,6,2,8,ok,no_info,1068
W,6,8,6,6,4,3,10,3,3,11,10,8,7,10,2,7,ok,no_info,1069
W,5,7,5,5,4,4,11,2,2,9,8,7,6,11,2,6,ok,no_info,1070
W,6,9,6,7,5,4,10,3,3,9,8,7,7,11,2,5,ok,no_info,1071
N,2,1,2,2,1,7,8,5,4,7,6,6,5,9,1,5,ok,no_info,1072
W,6,10,9,8,7,5,8,4,1,7,9,8,7,11,0,8,ok,no_info,1073
N,6,10,5,5,3,5,9,4,5,3,3,12,6,11,2,7,ok,no_info,1074
M,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,ok,no_info,1075
W,6,7,9,6,10,7,8,5,5,7,5,8,10,10,8,8,ok,no_info,1076
N,10,15,9,8,4,7,10,5,5,4,5,11,6,11,3,7,ok,no_info,1077
W,2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,ok,no_info,1078
N,8,15,10,8,5,5,9,3,4,13,10,9,6,9,0,8,ok,no_info,1079
W,4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,ok,no_info,1080
W,6,6,6,4,5,4,11,2,2,9,8,7,7,12,2,6,ok,no_info,1081
M,4,6,7,4,4,6,6,3,4,9,9,9,9,6,3,9,ok,no_info,1082
M,5,11,7,8,9,7,6,7,4,7,5,8,6,10,7,8,ok,no_info,1083
M,3,7,5,5,5,10,6,6,4,6,7,5,7,5,1,5,ok,no_info,1084
M,6,8,9,7,10,8,7,4,5,7,6,7,12,8,6,4,ok,no_info,1085
M,9,13,11,7,6,13,2,6,2,12,1,9,7,2,1,8,ok,no_info,1086
M,5,5,6,8,4,7,7,12,2,7,9,8,8,6,0,8,ok,no_info,1087
N,5,7,6,5,4,8,8,6,6,6,5,3,8,9,5,7,ok,no_info,1088
W,6,8,6,6,4,2,10,3,3,11,11,9,7,10,1,6,ok,no_info,1089
W,6,7,6,5,4,4,11,3,3,9,9,7,7,11,2,6,ok,no_info,1090
N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,ok,no_info,1091
N,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,1092
N,6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,1093
N,3,7,3,5,2,7,7,13,2,5,6,8,5,8,0,8,ok,no_info,1094
N,5,6,6,6,6,6,7,5,3,6,5,8,7,9,4,8,ok,no_info,1095
N,4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,1096
W,1,0,2,0,1,7,8,3,0,7,8,8,5,10,0,8,ok,no_info,1097
M,9,12,11,6,6,6,3,3,2,7,4,11,10,1,2,8,ok,no_info,1098
W,7,8,7,6,5,4,11,3,3,9,9,7,7,11,2,6,ok,no_info,1099
N,7,10,10,7,6,4,9,3,4,10,10,9,8,7,2,7,ok,no_info,1100
M,5,8,8,6,9,8,6,3,2,8,4,8,12,5,2,7,ok,no_info,1101
M,5,6,8,4,4,5,7,3,5,10,10,10,8,5,2,7,ok,no_info,1102
W,3,1,3,2,1,8,8,4,0,7,8,8,7,10,0,8,ok,no_info,1103
W,5,7,7,5,3,8,8,5,1,7,8,8,8,9,0,8,ok,no_info,1104
M,3,3,4,4,2,7,6,11,1,8,9,8,7,6,0,8,ok,no_info,1105
M,6,10,8,8,8,6,6,6,5,7,8,11,8,6,2,9,ok,no_info,1106
M,6,7,8,5,6,8,6,2,5,9,8,8,8,4,2,7,ok,no_info,1107
N,5,8,6,6,5,7,6,9,5,5,4,5,5,7,4,10,ok,no_info,1108
N,4,10,6,7,4,7,9,6,5,7,6,7,6,8,2,6,ok,no_info,1109
M,3,7,4,5,4,8,5,11,1,6,8,8,6,5,0,7,ok,no_info,1110
W,5,10,7,8,8,8,9,6,4,5,9,9,7,8,4,5,ok,no_info,1111
M,5,6,7,4,5,10,6,2,4,9,4,7,7,6,2,8,ok,no_info,1112
M,4,7,5,5,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,1113
N,5,7,7,5,3,7,9,2,4,10,6,6,5,9,1,7,ok,no_info,1114
N,3,5,5,4,3,7,9,2,4,10,6,6,5,9,1,7,ok,no_info,1115
N,9,12,7,7,3,9,11,5,6,3,5,9,5,8,2,7,ok,no_info,1116
N,3,4,5,3,2,7,9,3,4,10,6,6,5,9,0,7,ok,no_info,1117
N,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,1118
M,5,5,6,4,5,8,6,6,5,7,7,8,9,6,3,7,ok,no_info,1119
N,2,3,3,5,2,7,7,13,1,5,6,8,5,8,0,8,ok,no_info,1120
W,6,8,8,7,9,8,8,5,6,7,6,8,9,8,8,7,ok,no_info,1121
N,5,9,8,7,4,9,7,3,5,10,3,5,6,9,1,7,ok,no_info,1122
N,10,15,9,8,4,8,10,5,4,4,6,10,6,11,3,6,ok,no_info,1123
N,2,1,2,1,1,7,7,12,1,5,6,8,5,8,0,8,ok,no_info,1124
W,1,0,2,0,0,7,8,3,0,7,8,8,5,9,0,8,ok,no_info,1125
W,10,10,10,8,6,2,10,2,3,10,11,9,8,10,1,7,ok,no_info,1126
M,6,9,7,4,4,10,10,6,3,5,7,9,10,13,2,6,ok,no_info,1127
W,3,7,5,5,3,10,8,4,1,7,8,8,8,9,0,8,ok,no_info,1128
M,3,6,4,4,2,8,7,11,1,7,9,8,7,5,0,8,ok,no_info,1129
M,15,15,15,8,8,3,9,6,6,3,2,13,10,12,2,8,ok,no_info,1130
N,7,11,8,6,3,9,7,2,4,13,5,8,6,8,0,8,ok,no_info,1131
N,11,13,9,7,4,5,9,5,6,3,3,12,6,12,2,7,ok,no_info,1132
N,3,3,5,1,1,8,8,3,5,11,5,6,5,9,0,6,ok,no_info,1133
W,5,10,7,8,4,6,8,4,2,7,8,8,9,9,0,8,ok,no_info,1134
N,3,8,4,6,3,8,8,6,5,6,6,5,6,9,2,5,ok,no_info,1135
N,7,9,6,5,3,8,10,5,4,4,6,10,6,11,3,7,ok,no_info,1136
M,4,7,5,5,3,6,7,12,1,8,9,8,8,6,0,8,ok,no_info,1137
M,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,ok,no_info,1138
M,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,ok,no_info,1139
W,4,7,6,5,4,7,11,2,2,6,9,8,8,11,1,8,ok,no_info,1140
W,5,9,5,4,3,6,9,1,3,8,9,7,7,12,1,6,ok,no_info,1141
M,3,7,4,5,4,7,6,5,4,7,7,11,6,5,1,10,ok,no_info,1142
W,4,8,6,6,6,10,12,2,2,5,8,8,6,11,0,8,ok,no_info,1143
N,4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,1144
N,5,8,6,6,4,6,9,6,5,8,7,9,6,9,1,7,ok,no_info,1145
M,6,9,8,7,8,8,7,2,4,9,7,8,8,6,2,8,ok,no_info,1146
M,3,4,6,3,3,7,6,3,4,9,7,8,7,5,1,8,ok,no_info,1147
W,7,9,8,5,4,7,8,3,4,6,9,6,9,11,3,5,ok,no_info,1148
W,4,7,6,5,9,8,7,5,2,7,7,8,10,10,3,8,ok,no_info,1149
N,3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8,ok,no_info,1150
W,6,10,8,8,9,7,7,6,2,7,8,8,6,8,4,8,ok,no_info,1151
M,6,8,8,7,9,7,9,4,3,7,5,8,12,8,5,7,ok,no_info,1152
W,5,4,7,7,4,8,8,4,2,7,8,8,9,9,0,8,ok,no_info,1153
M,5,8,7,6,6,8,6,6,5,7,7,8,8,5,2,8,ok,no_info,1154
N,3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8,ok,no_info,1155
W,6,9,6,6,6,5,10,3,3,9,7,7,6,11,2,7,ok,no_info,1156
W,9,10,9,7,6,2,10,2,4,11,11,9,7,10,1,7,ok,no_info,1157
M,4,10,5,8,6,7,6,10,0,7,8,8,7,5,0,8,ok,no_info,1158
M,5,8,8,6,5,10,5,3,5,9,4,7,8,6,2,9,ok,no_info,1159
M,4,5,4,7,4,7,7,12,2,7,9,8,8,5,0,8,ok,no_info,1160
W,5,7,7,5,3,7,8,4,1,6,8,8,8,9,0,8,ok,no_info,1161
N,4,6,6,4,3,10,7,3,5,10,2,5,5,9,1,8,ok,no_info,1162
M,5,11,6,9,8,7,10,6,3,7,6,8,8,10,7,8,ok,no_info,1163
W,8,9,8,6,7,3,10,2,3,10,9,8,7,11,2,6,ok,no_info,1164
M,8,11,12,8,8,5,7,3,5,10,10,10,12,6,4,8,ok,no_info,1165
W,4,9,6,7,5,9,10,2,2,5,9,7,8,12,1,7,ok,no_info,1166
M,4,8,6,6,7,7,6,5,5,7,7,10,10,5,2,8,ok,no_info,1167
M,7,9,10,7,8,6,7,3,5,9,8,9,10,7,3,8,ok,no_info,1168
N,6,9,8,5,3,8,7,3,4,13,4,8,5,8,0,7,ok,no_info,1169
M,4,7,5,5,3,8,7,12,1,7,9,8,8,6,0,8,ok,no_info,1170
N,3,5,5,3,2,6,8,2,4,11,7,7,5,8,0,7,ok,no_info,1171
W,7,10,7,5,3,3,9,2,1,9,10,8,8,12,1,6,ok,no_info,1172
M,4,5,7,3,4,9,6,3,5,9,4,7,10,6,2,8,ok,no_info,1173
W,4,5,7,4,4,7,11,3,2,6,9,8,8,11,1,8,ok,no_info,1174
N,4,5,5,4,3,7,9,5,5,7,7,7,5,9,2,6,ok,no_info,1175
M,5,11,6,9,4,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,1176
W,4,9,6,7,10,8,6,6,2,7,6,8,8,11,3,9,ok,no_info,1177
W,6,9,9,7,6,8,8,4,1,7,9,8,7,11,0,8,ok,no_info,1178
N,4,7,6,5,3,7,8,3,4,10,6,7,5,8,1,7,ok,no_info,1179
M,2,1,3,1,2,6,6,6,4,7,7,10,6,5,2,9,ok,no_info,1180
M,4,4,6,3,3,7,6,3,4,9,7,8,7,5,2,8,ok,no_info,1181
N,6,11,9,9,5,12,7,4,5,10,0,4,6,8,2,8,ok,no_info,1182
N,2,2,3,3,2,7,8,6,4,7,6,7,4,9,2,6,ok,no_info,1183
W,8,11,8,6,5,5,8,2,4,8,9,7,10,10,2,5,ok,no_info,1184
N,4,5,5,4,5,7,8,4,3,6,5,8,6,8,4,7,ok,no_info,1185
N,4,9,5,7,5,7,7,13,1,7,6,8,5,8,0,7,ok,no_info,1186
W,4,8,6,6,5,6,10,2,2,7,9,8,7,10,1,8,ok,no_info,1187
M,4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,8,ok,no_info,1188
N,3,6,3,4,3,7,7,11,1,6,6,7,5,9,0,8,ok,no_info,1189
W,3,8,5,6,4,6,10,2,3,7,9,8,7,11,0,8,ok,no_info,1190
W,3,4,5,3,3,7,11,2,2,6,9,8,6,11,0,8,ok,no_info,1191
N,8,12,9,6,4,10,5,3,4,13,2,7,5,7,0,7,ok,no_info,1192
M,4,4,5,2,3,8,6,6,4,6,7,8,8,6,2,7,ok,no_info,1193
M,5,11,6,8,4,8,7,12,2,6,9,8,9,6,0,8,ok,no_info,1194
M,4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9,ok,no_info,1195
N,6,9,8,6,6,6,7,8,6,7,5,7,3,8,3,9,ok,no_info,1196
M,5,5,6,4,4,8,6,6,5,7,7,8,8,6,2,7,ok,no_info,1197
N,7,9,10,6,5,4,10,3,4,10,9,9,7,7,2,7,ok,no_info,1198
N,4,8,5,6,4,7,7,12,1,6,6,8,5,8,0,8,ok,no_info,1199
W,3,2,5,3,3,5,11,3,2,8,9,9,8,13,1,8,ok,no_info,1200
M,5,6,7,5,8,7,7,4,4,7,6,8,10,8,5,6,ok,no_info,1201
W,2,1,4,2,2,9,11,3,2,5,9,8,5,11,0,8,ok,no_info,1202
N,4,6,5,4,3,8,7,8,6,7,4,5,3,7,3,7,ok,no_info,1203
N,4,8,6,6,5,6,8,9,5,8,6,6,4,8,3,9,ok,no_info,1204
N,4,5,5,8,3,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,1205
N,5,10,5,7,5,7,7,13,1,6,6,8,6,9,1,6,ok,no_info,1206
W,6,7,6,5,5,5,11,3,2,9,8,7,6,12,2,6,ok,no_info,1207
N,9,10,8,5,3,6,10,4,5,4,5,11,6,11,2,7,ok,no_info,1208
N,2,1,3,2,2,7,8,5,4,7,7,6,5,9,2,6,ok,no_info,1209
N,6,8,8,6,4,4,10,4,4,11,11,10,5,8,1,7,ok,no_info,1210
M,7,9,10,7,7,8,6,3,5,9,7,8,8,5,2,8,ok,no_info,1211
N,6,10,8,7,5,6,10,2,4,9,7,7,5,9,1,8,ok,no_info,1212
N,3,4,6,3,2,8,9,3,5,10,4,5,5,9,1,7,ok,no_info,1213
M,8,8,11,7,12,8,8,4,4,7,6,7,12,7,8,3,ok,no_info,1214
M,6,7,9,6,10,7,6,4,4,7,6,8,12,9,5,5,ok,no_info,1215
N,3,5,5,3,2,6,9,2,4,10,7,7,5,8,1,8,ok,no_info,1216
M,5,8,6,6,7,7,9,6,4,6,6,8,9,9,8,10,ok,no_info,1217
M,7,11,8,8,7,7,5,12,1,8,8,8,10,5,2,10,ok,no_info,1218
M,5,7,5,5,4,7,5,11,0,8,8,8,8,5,1,10,ok,no_info,1219
M,5,7,7,6,7,5,8,5,3,6,5,8,9,7,5,7,ok,no_info,1220
M,6,11,8,6,5,10,3,4,2,10,2,9,9,1,1,8,ok,no_info,1221
W,3,4,4,3,2,5,10,3,2,9,8,7,6,11,1,6,ok,no_info,1222
W,6,8,6,6,4,5,11,3,3,9,8,7,7,11,2,6,ok,no_info,1223
M,1,0,2,1,1,7,6,9,0,7,8,8,6,6,0,8,ok,no_info,1224
N,5,9,7,7,8,9,7,4,4,7,6,6,7,12,7,6,ok,no_info,1225
M,7,10,10,8,7,5,6,3,5,9,9,9,8,5,2,8,ok,no_info,1226
N,5,8,7,6,4,7,8,3,4,10,6,7,5,8,1,7,ok,no_info,1227
M,4,6,5,8,4,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,1228
M,5,7,6,5,7,7,9,6,5,7,6,8,8,8,5,7,ok,no_info,1229
M,5,5,7,4,5,8,6,6,5,7,7,8,9,6,3,7,ok,no_info,1230
W,1,0,2,0,1,7,8,3,0,7,8,8,5,10,0,8,ok,no_info,1231
N,9,10,7,5,3,9,13,6,5,3,6,10,5,8,2,8,ok,no_info,1232
N,4,7,7,5,6,7,8,3,4,8,7,8,7,10,5,4,ok,no_info,1233
M,7,11,10,8,11,7,7,5,5,6,7,9,8,6,2,8,ok,no_info,1234
M,5,10,6,8,6,8,6,11,1,6,8,8,9,5,2,5,ok,no_info,1235
M,4,4,8,3,4,7,6,3,4,9,8,9,8,6,2,8,ok,no_info,1236
M,5,6,6,8,4,8,7,13,2,6,9,8,9,6,0,8,ok,no_info,1237
W,4,11,7,8,7,4,10,2,3,8,9,9,8,10,1,8,ok,no_info,1238
W,5,10,7,7,6,4,9,5,1,7,9,8,8,10,0,8,ok,no_info,1239
M,1,0,2,0,1,8,6,9,0,6,8,8,5,6,0,8,ok,no_info,1240
M,4,7,6,5,5,7,7,2,4,9,7,9,7,6,2,8,ok,no_info,1241
N,10,15,11,8,5,7,7,2,4,13,7,8,6,8,0,7,ok,no_info,1242
W,5,9,8,6,7,8,11,2,2,6,8,8,8,14,1,7,ok,no_info,1243
N,4,11,6,8,5,6,9,6,5,7,7,8,6,9,1,7,ok,no_info,1244
N,5,8,8,6,8,8,6,4,4,7,6,7,7,11,7,4,ok,no_info,1245
W,5,8,8,6,3,4,8,5,2,7,9,8,8,9,0,8,ok,no_info,1246
W,3,6,5,4,7,9,7,5,1,7,6,8,7,10,2,7,ok,no_info,1247
W,5,5,6,3,4,4,11,3,2,9,9,7,7,12,1,6,ok,no_info,1248
M,11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,ok,no_info,1249
N,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,ok,no_info,1250
W,10,10,10,8,7,2,11,2,3,10,10,8,7,11,2,7,ok,no_info,1251
W,6,9,6,7,6,3,12,2,2,10,9,8,6,11,2,7,ok,no_info,1252
M,4,9,6,7,7,7,7,5,5,6,7,8,8,7,3,7,ok,no_info,1253
W,4,8,6,6,6,7,6,6,2,7,7,8,6,8,4,10,ok,no_info,1254
W,5,8,8,6,3,9,8,5,2,7,8,8,9,9,0,8,ok,no_info,1255
M,5,10,7,8,8,9,7,6,5,6,7,5,8,7,3,5,ok,no_info,1256
N,4,2,4,3,3,7,8,5,5,7,7,6,6,9,3,6,ok,no_info,1257
N,4,9,6,7,4,7,8,6,5,7,7,7,6,9,2,6,ok,no_info,1258
M,5,7,7,5,4,6,6,3,5,10,9,9,7,5,2,8,ok,no_info,1259
W,8,14,8,8,6,3,8,1,4,9,10,8,9,11,2,5,ok,no_info,1260
M,2,1,2,2,1,7,6,10,0,7,8,8,6,6,0,8,ok,no_info,1261
W,8,10,8,8,7,2,12,2,2,10,9,8,6,12,2,6,ok,no_info,1262
N,8,12,7,6,3,5,9,4,6,4,4,11,5,10,2,7,ok,no_info,1263
M,4,1,5,3,3,9,6,6,4,6,7,6,8,6,2,5,ok,no_info,1264
M,5,6,6,8,4,8,7,12,2,6,9,8,8,6,0,8,ok,no_info,1265
M,5,6,7,4,5,12,5,3,4,9,2,6,7,6,2,8,ok,no_info,1266
W,8,8,8,6,5,4,11,3,3,9,9,7,8,11,2,6,ok,no_info,1267
N,5,10,6,7,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,1268
W,3,7,5,5,4,5,10,2,2,8,9,9,7,11,1,8,ok,no_info,1269
M,6,10,8,8,9,7,10,6,4,7,7,8,6,8,6,8,ok,no_info,1270
W,8,10,8,8,6,2,11,2,3,10,10,8,7,11,1,7,ok,no_info,1271
M,7,11,10,8,10,8,7,5,5,6,7,7,11,8,4,6,ok,no_info,1272
W,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,ok,no_info,1273
N,5,10,6,8,6,7,7,13,1,6,6,8,6,9,0,6,ok,no_info,1274
W,8,11,8,8,9,4,10,2,3,9,8,7,9,13,3,5,ok,no_info,1275
W,3,7,5,5,7,8,9,5,1,7,7,8,7,9,2,8,ok,no_info,1276
N,4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,1277
W,6,10,8,8,9,7,9,6,4,9,9,7,8,8,5,12,ok,no_info,1278
M,4,7,5,5,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,1279
N,1,0,1,0,0,7,7,10,0,5,6,8,4,8,0,8,ok,no_info,1280
N,3,2,4,3,2,7,8,5,5,8,7,6,6,10,3,5,ok,no_info,1281
N,2,3,4,2,2,7,8,2,4,10,6,7,5,8,0,7,ok,no_info,1282
W,5,5,8,7,4,11,8,5,2,6,9,8,8,9,0,8,ok,no_info,1283
